"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.501610224E1,6.354241371E-1,-7.037324905E-1,9.966549873E-1
4.502114521E1,8.674274087E-1,-4.450359344E-1,1.099617481E0
4.502618823E1,1.094499111E0,-2.596035004E-1,1.101192713E0
4.503123120E1,1.326199770E0,-1.136960983E-1,8.335452080E-1
4.503627151E1,1.502528429E0,8.382987976E-2,4.400203228E-1
4.504131448E1,1.745196104E0,3.090715408E-1,-9.132599831E-2
4.504635745E1,2.022473335E0,6.315898895E-1,-6.483743191E-1
4.505140047E1,2.283703566E0,1.077713966E0,-1.264856815E0
4.505644344E1,2.672339678E0,1.606832504E0,-1.828879356E0
4.506148641E1,3.032684326E0,2.207089424E0,-2.290902853E0
4.506653130E1,3.413317442E0,2.840259552E0,-2.682862282E0
4.507157427E1,3.795657635E0,3.513616562E0,-2.962451935E0
4.507661724E1,4.314669609E0,4.234423637E0,-3.046955585E0
4.508166021E1,4.964502335E0,4.906775475E0,-2.958288431E0
4.508670323E1,5.576405525E0,5.453977585E0,-2.687033176E0
4.509174620E1,6.007779121E0,5.796955109E0,-2.287920713E0
4.509679162E1,6.146553993E0,5.930874825E0,-1.745813608E0
4.510183458E1,6.007053375E0,5.855841637E0,-1.242042303E0
4.510687755E1,5.785172939E0,5.669964790E0,-8.399728537E-1
4.511192052E1,5.511491299E0,5.456951141E0,-5.791972876E-1
4.511696354E1,5.180521965E0,5.176071167E0,-3.319814205E-1
4.512200651E1,4.781996727E0,4.966101646E0,-1.358261108E-1
4.512707010E1,4.416417122E0,4.872266769E0,-3.775286674E-2
4.513211307E1,4.261295319E0,4.887243271E0,7.238507271E-2
4.513715604E1,4.061445236E0,4.946340561E0,1.606485844E-1
4.514219901E1,3.713102341E0,5.147910118E0,6.024003029E-2
4.514724203E1,3.179190159E0,5.353484154E0,-2.045564651E-1
4.515228500E1,2.460817099E0,5.453710556E0,-5.961956978E-1
4.515732891E1,1.417320013E0,5.525935173E0,-8.136277199E-1
4.516237188E1,5.551576614E-4,5.513403893E0,-1.105996728E0
4.516741484E1,-1.664028168E0,5.440794945E0,-1.362848163E0
4.517245781E1,-3.470963001E0,5.260699272E0,-1.469955802E0
4.517750083E1,-5.114263058E0,4.880192757E0,-1.484879732E0
4.518254380E1,-6.580301285E0,4.299634933E0,-1.153491020E0
4.518758516E1,-7.622779846E0,3.576376915E0,-1.988242865E-1
4.519262813E1,-7.989635944E0,2.903965950E0,9.905138016E-1
4.519767109E1,-7.681672573E0,2.085839272E0,2.171489954E0
4.520271406E1,-6.803728580E0,1.377744675E0,3.374264002E0
4.520775708E1,-5.752460480E0,5.994710922E-1,4.694455147E0
4.521280005E1,-4.655714989E0,-1.849708557E-1,6.007434845E0
4.521784271E1,-3.668395758E0,-1.029018402E0,7.280325890E0
4.522288568E1,-2.790198088E0,-1.754045486E0,8.339447975E0
4.522792865E1,-1.828197956E0,-2.143450260E0,9.209743500E0
4.523297162E1,-1.256205320E0,-2.255595207E0,9.610937119E0
4.523801464E1,-7.337864041E-1,-2.222210884E0,9.068926811E0
4.524305760E1,-1.383787394E-1,-1.995110512E0,7.838781357E0
4.524810078E1,4.204850793E-1,-1.514085770E0,6.361463070E0
4.525314375E1,7.230660915E-1,-9.677343369E-1,4.821106911E0
4.525818672E1,7.839252353E-1,-5.587987900E-1,3.196005583E0
4.526322969E1,6.891985536E-1,-2.003383636E-1,1.498159409E0
4.526827271E1,5.530314445E-1,2.041530609E-1,-1.794886589E-1
4.527331568E1,5.980263352E-1,7.963190079E-1,-1.700676203E0
4.527833328E1,6.951696873E-1,1.282073021E0,-2.869198561E0
4.528337625E1,1.060689449E0,1.745383263E0,-3.449605703E0
4.528841927E1,1.444127321E0,2.073973656E0,-3.766767025E0
4.529346224E1,1.608751774E0,2.088699341E0,-4.010658741E0
4.529850521E1,1.627474070E0,1.945040703E0,-3.366281986E0
4.530354818E1,1.536327839E0,1.594872475E0,-2.315756798E0
4.530859453E1,1.517422676E0,1.093112946E0,-1.398544073E0
4.531363750E1,1.568349481E0,5.758810043E-1,-4.951797724E-1
4.531868047E1,1.518945456E0,1.049842834E-1,3.675944805E-1
4.532372349E1,1.366491556E0,-3.223257065E-1,1.004655361E0
4.532876646E1,1.131917477E0,-7.948808670E-1,1.422320127E0
4.533380943E1,8.886744976E-1,-1.221899033E0,1.660080671E0
4.533887385E1,7.151782513E-1,-1.613146782E0,1.816848516E0
4.534391682E1,5.939501524E-1,-1.940127373E0,1.852751732E0
4.534895979E1,5.650756359E-1,-2.219796658E0,1.763639450E0
4.535400276E1,5.298607349E-1,-2.528874397E0,1.676828623E0
4.535904578E1,5.288023949E-1,-2.769180775E0,1.489170551E0
4.536408875E1,6.624198556E-1,-2.895368576E0,1.172058105E0
4.536913625E1,7.992562056E-1,-3.031946182E0,8.138654232E-1
4.537417922E1,9.779717326E-1,-3.140556335E0,4.477689266E-1
4.537922224E1,1.004799604E0,-3.311982155E0,5.638742447E-2
4.538426516E1,1.000194788E0,-3.404923916E0,-3.295383453E-1
4.538930818E1,1.051009655E0,-3.524565220E0,-8.232902288E-1
4.539435115E1,1.150480032E0,-3.534287453E0,-1.262934089E0
4.539939781E1,9.445335269E-1,-3.833564281E0,-1.716309547E0
4.540444078E1,8.051842451E-1,-3.902753353E0,-1.868168354E0
4.540948375E1,5.650461912E-1,-3.911918640E0,-2.238429546E0
4.541452672E1,3.701829314E-1,-3.906396866E0,-2.691164970E0
4.541956974E1,-1.367982328E-1,-4.225616932E0,-3.145925522E0
4.542461271E1,-5.823979974E-1,-4.285274506E0,-3.299295664E0
4.542964281E1,-9.026444554E-1,-4.296191216E0,-3.469884872E0
4.543468578E1,-1.294412851E0,-4.423444271E0,-3.619507551E0
4.543972875E1,-1.679204464E0,-4.509151459E0,-3.362228632E0
4.544477172E1,-2.266443253E0,-4.687178135E0,-3.490829468E0
4.544981474E1,-2.472255468E0,-4.737299919E0,-3.298983574E0
4.545485771E1,-2.586013794E0,-4.602557182E0,-2.542055368E0
4.545990885E1,-2.605112076E0,-4.541669846E0,-2.069769859E0
4.546495182E1,-2.433439255E0,-4.468632221E0,-1.761438608E0
4.546999479E1,-2.302940607E0,-4.275994301E0,-1.388909936E0
4.547503781E1,-2.213121891E0,-4.014298439E0,-1.002048373E0
4.548008078E1,-2.163484812E0,-3.769913197E0,-7.080873251E-1
4.548512375E1,-2.230851889E0,-3.609817505E0,-6.001446247E-1
4.549016823E1,-2.329483509E0,-3.498084068E0,-4.503996372E-1
4.549521120E1,-2.308762550E0,-3.319943905E0,-2.895567417E-1
4.550025417E1,-2.310494661E0,-3.042030334E0,-2.274866104E-1
4.550529714E1,-2.227577209E0,-2.750646591E0,-3.260548115E-1
4.551034010E1,-2.108373642E0,-2.421882153E0,-4.845662117E-1
4.551538312E1,-2.013015985E0,-1.991164207E0,-6.527631283E-1
4.552040057E1,-1.937580824E0,-1.535037518E0,-8.333948851E-1
4.552544354E1,-1.781805515E0,-1.048595428E0,-9.599461555E-1
4.553048651E1,-1.601003885E0,-5.103273392E-1,-1.020532727E0
4.553552948E1,-1.289838552E0,6.533336639E-2,-8.955401182E-1
4.554057245E1,-7.978451252E-1,6.304149628E-1,-7.309143543E-1
4.554561547E1,-2.299739718E-1,1.261327744E0,-4.161224365E-1
4.555065995E1,3.334281147E-1,1.869277954E0,7.547307014E-2
4.555570292E1,1.053854704E0,2.415829659E0,5.383658409E-1
4.556074588E1,1.613976002E0,2.843594551E0,8.792695999E-1
4.556578885E1,2.014645576E0,3.157484055E0,1.186833143E0
4.557083188E1,2.232874632E0,3.355252266E0,1.542292595E0
4.557587484E1,2.345833063E0,3.561423302E0,1.684845924E0
4.558094078E1,2.133021355E0,3.747466087E0,1.468281984E0
4.558598370E1,1.785803318E0,3.904086113E0,1.021487236E0
4.559102667E1,1.373463869E0,4.053062439E0,6.670825481E-1
4.559606969E1,8.568253517E-1,4.132326126E0,3.473179340E-1
4.560111266E1,4.410080314E-1,4.256942749E0,3.313469887E-2
4.560615562E1,1.181745529E-1,4.424562454E0,-3.331005573E-1
4.561119766E1,-1.722840667E-1,4.589650154E0,-6.290264130E-1
4.561624062E1,-6.492972970E-1,4.601474762E0,-7.897698879E-1
4.562128359E1,-1.017063618E0,4.400504112E0,-9.015915394E-1
4.562632656E1,-1.085287571E0,4.166322708E0,-9.015005827E-1
4.563136953E1,-8.306121230E-1,3.972926140E0,-7.095988989E-1
4.563641255E1,-3.488669097E-1,3.843860626E0,-3.437345028E-1
4.564145724E1,3.916001320E-1,3.821927071E0,1.058199406E-1
4.564650021E1,1.293703079E0,3.890313148E0,3.085224628E-1
4.565154318E1,2.220494509E0,4.063484192E0,3.399293423E-1
4.565658615E1,3.102556467E0,4.246004105E0,3.126826286E-1
4.566162912E1,3.760501146E0,4.471832275E0,-6.052732468E-3
4.566667214E1,3.923422813E0,4.578705788E0,-4.445679188E-1
4.567171193E1,3.432044506E0,4.457019806E0,-6.867221594E-1
4.567675490E1,2.368300676E0,4.229298592E0,-7.702664137E-1
4.568179786E1,1.206191301E0,3.996287346E0,-8.638375998E-1
4.568684083E1,1.511490345E-1,3.643304825E0,-9.874534011E-1
4.569188380E1,-9.649614692E-1,3.225719452E0,-1.012714863E0
4.569692682E1,-2.018609047E0,2.681621552E0,-9.234509468E-1
4.570197151E1,-2.874579191E0,1.879689217E0,-4.993386269E-1
4.570701448E1,-3.438437462E0,9.493856430E-1,2.963943481E-1
4.571205745E1,-3.872283936E0,-6.641006470E-2,1.344180107E0
4.571710042E1,-4.003097534E0,-1.010151863E0,2.534567356E0
4.572214338E1,-4.077276230E0,-1.889630795E0,3.720122337E0
4.572718641E1,-4.082572937E0,-2.652864456E0,4.660164356E0
4.573220542E1,-3.819825888E0,-3.283879757E0,5.516054153E0
4.573724838E1,-3.036528587E0,-3.587052822E0,6.287128448E0
4.574229135E1,-1.773281336E0,-3.415030003E0,6.781420708E0
4.574733432E1,-1.873106956E-1,-2.768780231E0,6.727274895E0
4.575237729E1,1.617794752E0,-1.780637741E0,6.239821434E0
4.575742031E1,3.445791721E0,-6.257209778E-1,5.493232727E0
4.576246583E1,4.911439419E0,4.686689377E-1,4.744380951E0
4.576750880E1,6.048876762E0,1.598655701E0,3.959593058E0
4.577255177E1,6.877231598E0,2.647243500E0,3.120005131E0
4.577759474E1,7.374320030E0,3.442646980E0,2.321488857E0
4.578263776E1,7.520080566E0,3.968835831E0,1.523444414E0
4.578768073E1,7.303404331E0,4.190607071E0,8.390002251E-1
4.579272286E1,6.535063744E0,4.058365822E0,3.892762661E-1
4.579776583E1,5.132710457E0,3.546384811E0,1.767001152E-1
4.580280880E1,3.604705334E0,2.918417931E0,1.706097126E-1
4.580785177E1,2.323139668E0,2.224868774E0,3.308062553E-1
4.581289474E1,1.336930633E0,1.599739075E0,4.569654465E-1
4.581793776E1,4.530173540E-1,9.830999374E-1,6.026012897E-1
4.582297266E1,-3.175927997E-1,3.962116241E-1,9.365830421E-1
4.582801557E1,-8.510448933E-1,-7.284164429E-2,1.407716751E0
4.583305854E1,-1.284662127E0,-6.492786407E-1,1.636300802E0
4.583810156E1,-1.541881084E0,-1.058100700E0,1.891466379E0
4.584314453E1,-1.708886266E0,-1.361898422E0,2.020548820E0
4.584818750E1,-1.730331182E0,-1.656759739E0,2.012423277E0
4.585326115E1,-1.830966830E0,-1.988163471E0,1.833618164E0
4.585830412E1,-1.958337307E0,-2.329755783E0,1.824185133E0
4.586334708E1,-1.915407181E0,-2.487865448E0,1.689806938E0
4.586839005E1,-1.965342760E0,-2.680226803E0,1.137923479E0
4.587343302E1,-2.089121819E0,-3.069211960E0,5.725338459E-1
4.587847604E1,-2.152493000E0,-3.274017811E0,1.318390369E-1
4.588351969E1,-2.359156370E0,-3.514706612E0,-4.364066124E-1
4.588856260E1,-2.596894741E0,-3.793364525E0,-9.940798283E-1
4.589360557E1,-2.767916679E0,-4.064310074E0,-1.484313488E0
4.589864859E1,-2.965754509E0,-4.303347588E0,-1.989541531E0
4.590369156E1,-3.200534821E0,-4.524756908E0,-2.378448009E0
4.590873453E1,-3.376853466E0,-4.663893223E0,-2.660948753E0
4.591377073E1,-3.511654377E0,-4.756598473E0,-2.957384825E0
4.591881370E1,-3.590982437E0,-4.881847858E0,-3.203231096E0
4.592385667E1,-3.564615726E0,-5.008520126E0,-3.245412827E0
4.592889964E1,-3.454030752E0,-5.086452961E0,-3.127036810E0
4.593394260E1,-3.163270712E0,-5.065591335E0,-2.926902294E0
4.593898562E1,-2.802190065E0,-5.005919933E0,-2.781427383E0
4.594402234E1,-2.291662216E0,-4.833499432E0,-2.622951508E0
4.594906531E1,-1.875600815E0,-4.723212719E0,-2.472772837E0
4.595410828E1,-1.658950329E0,-4.677415371E0,-2.304464817E0
4.595915125E1,-1.356692076E0,-4.573994637E0,-2.101363420E0
4.596419422E1,-1.103085756E0,-4.511104107E0,-1.968771696E0
4.596923724E1,-9.533926845E-1,-4.503092289E0,-1.829797864E0
4.597425057E1,-8.958642483E-1,-4.463806152E0,-1.602845192E0
4.597929344E1,-8.397368193E-1,-4.381364346E0,-1.342829943E0
4.598433635E1,-7.802108526E-1,-4.210508823E0,-1.171266556E0
4.598937922E1,-7.755612135E-1,-4.011170864E0,-1.032784224E0
4.599442219E1,-8.163284063E-1,-3.802583694E0,-8.170353174E-1
4.599946505E1,-7.997847795E-1,-3.582376480E0,-5.862150192E-1
4.600452255E1,-7.741889954E-1,-3.355385303E0,-3.712174892E-1
4.600956547E1,-6.719812751E-1,-3.009259224E0,-1.263675690E-1
4.601460844E1,-3.899851143E-1,-2.529983521E0,2.039394379E-1
4.601965125E1,-2.851331234E-1,-2.221671104E0,4.573490620E-1
4.602469417E1,-1.689583063E-2,-1.866511345E0,7.084400654E-1
4.602973708E1,2.310611606E-1,-1.502982616E0,9.001212120E-1
4.603476422E1,5.674806833E-1,-8.704385757E-1,9.273829460E-1
4.603980708E1,6.833617091E-1,-5.934972763E-1,6.200871468E-1
4.604485000E1,9.622696042E-1,-2.240610123E-1,4.273846149E-1
4.604989287E1,1.146184206E0,2.737531662E-1,1.906669140E-1
4.605493578E1,1.244470835E0,7.517805099E-1,-2.610068321E-1
4.605997870E1,1.367084265E0,1.286895752E0,-8.518233299E-1
4.606503995E1,1.516214132E0,1.860033035E0,-1.342866182E0
4.607008286E1,1.674741864E0,2.435345650E0,-1.712963104E0
4.607512578E1,1.789485455E0,3.003259659E0,-1.993186712E0
4.608016865E1,1.901060700E0,3.640390396E0,-2.176625729E0
4.608521156E1,2.253891706E0,4.341675758E0,-2.126437426E0
4.609025448E1,2.491065979E0,4.783909798E0,-2.067246675E0
4.609525734E1,2.744356155E0,5.127513885E0,-1.732722044E0
4.610030021E1,2.970313549E0,5.389117241E0,-1.268063903E0
4.610534313E1,3.318086863E0,5.645069122E0,-7.155708075E-1
4.611038604E1,3.773494482E0,5.698912621E0,-3.351554871E-1
4.611542896E1,4.286694527E0,5.643998146E0,6.782412529E-2
4.612047182E1,4.678810120E0,5.530306816E0,5.353705883E-1
4.612558120E1,5.146746159E0,5.469914436E0,1.018820286E0
4.613062412E1,5.545427322E0,5.249742508E0,1.305286646E0
4.613566703E1,5.846490860E0,5.010840416E0,1.542412281E0
4.614070990E1,6.002552509E0,4.975709915E0,1.577550888E0
4.614575281E1,6.021606922E0,5.019846916E0,1.312437296E0
4.615079573E1,5.873307228E0,5.160420418E0,7.526609898E-1
4.615581208E1,5.462977886E0,5.362154961E0,-2.808260918E-2
4.616085500E1,4.705629349E0,5.513025284E0,-9.195752144E-1
4.616589792E1,3.577193022E0,5.424948692E0,-1.786716700E0
4.617094078E1,2.266279697E0,5.161049843E0,-2.610906839E0
4.617598370E1,9.894495010E-1,4.846506119E0,-3.387612820E0
4.618102662E1,-4.177441001E-1,4.326374054E0,-3.887301683E0
4.618609500E1,-1.655050635E0,3.845116615E0,-3.972505093E0
4.619113792E1,-2.616994619E0,3.500953674E0,-3.914698124E0
4.619618078E1,-3.278670788E0,3.018444061E0,-3.524255753E0
4.620122370E1,-3.714974880E0,2.488268852E0,-2.380665064E0
4.620626656E1,-3.924234867E0,1.871867180E0,-9.756065011E-1
4.621130948E1,-3.925917387E0,1.147421837E0,4.034113884E-1
4.621633250E1,-3.842164993E0,4.176797867E-1,1.786622882E0
4.622137542E1,-3.739665985E0,-4.181842804E-1,3.221308947E0
4.622641833E1,-3.524339914E0,-1.130761147E0,4.745223999E0
4.623146120E1,-3.368050098E0,-1.703907967E0,5.881993294E0
4.623650412E1,-3.383357286E0,-2.231371403E0,6.681404591E0
4.624154703E1,-3.308932781E0,-2.629910946E0,7.390046120E0
4.624658547E1,-3.400889874E0,-2.751741886E0,7.981288910E0
4.625162839E1,-3.681455612E0,-2.673863888E0,7.704813480E0
4.625667130E1,-3.780223846E0,-2.460874557E0,6.723288536E0
4.626171417E1,-3.510757446E0,-1.930767059E0,5.566916466E0
4.626675708E1,-3.019479513E0,-1.229550362E0,4.215096474E0
4.627180000E1,-2.471857786E0,-4.456110001E-1,2.785927773E0
4.627684396E1,-1.836594343E0,2.441492081E-1,1.479090810E0
4.628188688E1,-1.132237911E0,8.496818542E-1,2.711349726E-1
4.628692979E1,-3.246181309E-1,1.467109680E0,-7.445817590E-1
4.629197266E1,4.962756038E-1,1.953009605E0,-1.445342541E0
4.629701557E1,1.082520008E0,2.317232132E0,-1.988371611E0
4.630205849E1,1.634018898E0,2.672417641E0,-2.283888817E0
4.630710412E1,1.947958827E0,2.719416618E0,-2.343977213E0
4.631214703E1,1.955503464E0,2.575794220E0,-2.293202639E0
4.631718995E1,1.937032223E0,2.363720894E0,-2.116854668E0
4.632223281E1,1.729676723E0,1.930115700E0,-1.807427526E0
4.632727573E1,1.548868418E0,1.483102798E0,-1.310425997E0
4.633231865E1,1.269882202E0,9.412469864E-1,-8.500597477E-1
4.633738208E1,9.883151650E-1,3.644771576E-1,-5.049996376E-1
4.634242500E1,6.821376085E-1,-2.448558807E-1,-1.833370924E-1
4.634746792E1,3.798305988E-1,-7.935132980E-1,1.373395920E-1
4.635251078E1,2.795231342E-2,-1.367771149E0,3.214347363E-1
4.635755370E1,-3.143141568E-1,-1.931795120E0,4.272958040E-1
4.636259662E1,-3.978643715E-1,-2.318273067E0,6.231530905E-1
4.636764396E1,-5.873593092E-1,-2.826469898E0,4.902956486E-1
4.637268688E1,-6.963304877E-1,-3.176334381E0,3.642371893E-1
4.637772979E1,-6.742814183E-1,-3.499737263E0,2.595624924E-1
4.638277266E1,-7.085095644E-1,-3.846961021E0,-6.532669067E-4
4.638781557E1,-6.720064878E-1,-4.153477192E0,-9.285104275E-2
4.639285849E1,-5.864692330E-1,-4.455178261E0,-3.189816475E-1
4.639790120E1,-6.099586487E-1,-4.859625340E0,-7.129275799E-1
4.640294412E1,-5.122062564E-1,-5.005382061E0,-1.045201778E0
4.640798703E1,-5.756633282E-1,-5.198919296E0,-1.371406555E0
4.641302990E1,-5.154124498E-1,-5.231945038E0,-1.691989064E0
4.641807281E1,-6.255858541E-1,-5.558985710E0,-2.113594532E0
4.642311573E1,-5.079603195E-1,-5.550458908E0,-2.306125164E0
4.642815755E1,-6.296584010E-1,-5.577572823E0,-2.363311291E0
4.643320047E1,-6.913025379E-1,-5.582733154E0,-2.876898766E0
4.643824338E1,-7.501647472E-1,-5.668678761E0,-3.160526752E0
4.644328625E1,-9.233031273E-1,-5.598375320E0,-3.126332283E0
4.644832917E1,-1.141698837E0,-5.508306980E0,-3.284480095E0
4.645337208E1,-1.357497334E0,-5.422420025E0,-3.354707718E0
4.645841521E1,-1.448947191E0,-5.252179623E0,-3.162318230E0
4.646345812E1,-1.363309860E0,-5.002596855E0,-2.908012152E0
4.646850104E1,-1.364165306E0,-4.826979160E0,-2.701359510E0
4.647354391E1,-1.449105501E0,-4.629571915E0,-2.436739206E0
4.647858682E1,-1.381282926E0,-4.293348312E0,-2.084619045E0
4.648362974E1,-1.393069983E0,-4.005190849E0,-1.725976706E0
4.648864474E1,-1.371805549E0,-3.674288750E0,-1.367291689E0
4.649368766E1,-1.279092193E0,-3.154818535E0,-1.139940858E0
4.649873062E1,-1.265955687E0,-2.727033138E0,-9.715631008E-1
4.650377354E1,-1.219799161E0,-2.299966335E0,-6.991986036E-1
4.650881646E1,-1.044661641E0,-1.837886810E0,-3.415918350E-1
4.651385943E1,-8.862261772E-1,-1.340946198E0,-1.402390003E-1
4.651890714E1,-8.330338001E-1,-9.073629379E-1,-1.425256729E-1
4.652395010E1,-8.399943113E-1,-5.322160721E-1,-1.880831718E-1
4.652899302E1,-7.588516474E-1,-1.723480225E-1,-1.310091019E-1
4.653403594E1,-7.164511681E-1,1.578817368E-1,1.662087440E-2
4.653907891E1,-6.962689757E-1,4.226207733E-1,2.236154079E-1
4.654412182E1,-5.355669260E-1,7.319173813E-1,3.705706596E-1
4.654916214E1,-4.065764844E-1,1.061705589E0,4.051668644E-1
4.655420510E1,-2.398578823E-1,1.376012802E0,4.928112030E-1
4.655924802E1,-2.047526836E-2,1.686756134E0,6.502509117E-1
4.656429094E1,1.632030010E-1,1.950825691E0,6.837289333E-1
4.656933391E1,3.066554070E-1,2.223373413E0,5.452313423E-1
4.657437688E1,3.953827620E-1,2.564289093E0,2.897207737E-1
4.657944792E1,4.243189692E-1,2.925788879E0,-3.049802780E-2
4.658449088E1,3.694578409E-1,3.221878052E0,-4.278802872E-1
4.658953385E1,4.462487102E-1,3.553375244E0,-7.525402308E-1
4.659457672E1,5.517189503E-1,3.939565659E0,-1.077083826E0
4.659961969E1,4.727455378E-1,4.263417244E0,-1.469505548E0
4.660466260E1,3.359658718E-1,4.556327820E0,-1.772570372E0
4.660970417E1,1.560500264E-1,4.789755821E0,-1.752497315E0
4.661474714E1,-7.398128510E-4,4.927774429E0,-1.488017440E0
4.661979005E1,-1.082772017E-1,5.025301933E0,-1.126838803E0
4.662483297E1,-2.004112303E-1,5.036651611E0,-6.224638224E-1
4.662987594E1,-3.042299747E-1,4.865933418E0,-4.069066048E-2
4.663491885E1,-4.037447274E-1,4.568027496E0,5.817837715E-1
4.663996083E1,-4.779209495E-1,4.300621033E0,1.189147949E0
4.664500380E1,-2.973517179E-1,4.159208298E0,1.710488081E0
4.665004672E1,2.387672067E-1,4.102862358E0,2.021868229E0
4.665508969E1,1.011671543E0,4.119619370E0,2.156449795E0
4.666013260E1,1.800174952E0,4.197792053E0,2.131832123E0
4.666517552E1,2.476585388E0,4.383233070E0,1.799979925E0
4.667021875E1,2.946713924E0,4.630846977E0,1.309484005E0
4.667526172E1,3.152024269E0,4.871560097E0,9.335911274E-1
4.668030464E1,3.107929230E0,5.081675529E0,7.497103214E-1
4.668534755E1,2.791248083E0,5.196884155E0,5.336644650E-1
4.669039052E1,2.204627752E0,5.043066978E0,2.572450638E-1
4.669543344E1,1.244949460E0,4.654397011E0,9.382224083E-2
4.670047583E1,1.627252698E-1,4.153328896E0,2.536706924E-1
4.670551880E1,-9.094023705E-1,3.520853043E0,7.060487270E-1
4.671056172E1,-1.963484049E0,2.563206673E0,1.322803497E0
4.671560464E1,-2.631821871E0,1.462202072E0,2.405086040E0
4.672064760E1,-2.721488237E0,5.522203445E-1,3.754740000E0
4.672569052E1,-2.760752201E0,-5.384111404E-1,5.010631561E0
4.673073062E1,-2.503975868E0,-1.410560608E0,6.146863937E0
4.673577359E1,-1.982734919E0,-1.825802803E0,6.876094818E0
4.674081656E1,-1.249996185E0,-1.854280472E0,6.902678490E0
4.674585943E1,-4.833399653E-1,-1.637628078E0,6.440328598E0
4.675090240E1,4.371747375E-1,-1.044700623E0,5.973242283E0
4.675594531E1,1.198321819E0,-3.534030914E-1,5.242519379E0
4.676096901E1,2.054771423E0,3.502044678E-1,4.388653755E0
4.676601198E1,2.847143888E0,1.087994576E0,3.426931620E0
4.677105490E1,3.493263721E0,1.848464012E0,2.331200600E0
4.677609781E1,4.008935452E0,2.493362427E0,1.307267189E0
4.678114078E1,4.287622929E0,2.934788704E0,4.724421501E-1
4.678618370E1,4.344736576E0,3.166155815E0,-1.344759464E-1
4.679124786E1,4.111689568E0,3.173644066E0,-4.528634548E-1
4.679629078E1,3.488148689E0,2.871293068E0,-4.730257988E-1
4.680133375E1,2.550129890E0,2.309659958E0,-2.161409855E-1
4.680637667E1,1.653360367E0,1.673088074E0,1.895453930E-1
4.681141958E1,9.744639993E-1,9.614238739E-1,6.756191254E-1
4.681646255E1,3.548623323E-1,2.701921463E-1,1.171436548E0
4.682145313E1,-1.390938759E-1,-3.221302032E-1,1.690834284E0
4.682649604E1,-5.701262951E-1,-8.253231049E-1,2.066747189E0
4.683153896E1,-8.860660791E-1,-1.328418732E0,2.272174835E0
4.683658188E1,-1.092110753E0,-1.700006008E0,2.379758120E0
4.684162484E1,-1.236215830E0,-2.009828091E0,2.385434628E0
4.684666776E1,-1.371067286E0,-2.267648697E0,2.217867374E0
4.685176484E1,-1.501270175E0,-2.490216255E0,1.874539614E0
4.685680781E1,-1.574281454E0,-2.727859497E0,1.475426197E0
4.686185073E1,-1.628316879E0,-2.954160690E0,1.041774750E0
4.686689365E1,-1.648743629E0,-3.118793964E0,6.521406174E-1
4.687193662E1,-1.748255968E0,-3.417849064E0,7.865262032E-2
4.687697953E1,-1.843073845E0,-3.788746834E0,-3.752887249E-1
4.688202375E1,-1.892482519E0,-3.910726547E0,-7.794826031E-1
4.688706672E1,-1.946833849E0,-4.087800503E0,-1.340227485E0
4.689210969E1,-1.922530055E0,-4.200051308E0,-1.890568018E0
4.689715255E1,-2.078093529E0,-4.460209846E0,-2.278368473E0
4.690219552E1,-2.020631313E0,-4.585704803E0,-2.561603546E0
4.690723844E1,-2.014100552E0,-4.806159019E0,-3.030525208E0
4.691227823E1,-1.936249256E0,-4.910834312E0,-3.197175503E0
4.691732120E1,-1.861284375E0,-5.009877205E0,-3.301394224E0
4.692236412E1,-1.731625438E0,-5.179954052E0,-3.304688931E0
4.692740703E1,-1.427229166E0,-5.200859070E0,-3.382014751E0
4.693245000E1,-1.232956886E0,-5.261676788E0,-3.378154278E0
4.693749292E1,-1.050030708E0,-5.295431614E0,-3.113703251E0
4.694252312E1,-8.710488677E-1,-5.306969166E0,-2.840141296E0
4.694756609E1,-7.005649805E-1,-5.179175377E0,-2.652898788E0
4.695260901E1,-5.506325960E-1,-5.063033104E0,-2.379248619E0
4.695765193E1,-3.949117362E-1,-4.977856159E0,-2.023412466E0
4.696269490E1,-2.549464107E-1,-4.744316101E0,-1.785920739E0
4.696773781E1,-1.502152085E-1,-4.504047394E0,-1.612883449E0
4.697279484E1,-8.827173710E-2,-4.369520187E0,-1.496882558E0
4.697783781E1,-1.102090478E-1,-4.194675922E0,-1.454412937E0
4.698288073E1,-1.589058042E-1,-3.986659050E0,-1.440105557E0
4.698792365E1,-3.641271591E-1,-3.771749973E0,-1.420534134E0
4.699296662E1,-5.637507439E-1,-3.461412430E0,-1.340565205E0
4.699800953E1,-5.283843279E-1,-3.144334316E0,-1.243132472E0
4.700302865E1,-4.141213298E-1,-2.820703030E0,-1.149162292E0
4.700807162E1,-2.667208314E-1,-2.480930328E0,-1.041954041E0
4.701311453E1,-7.864749432E-2,-2.086943150E0,-8.205630779E-1
4.701815750E1,1.648612618E-1,-1.701034546E0,-6.837811470E-1
4.702320042E1,4.161576629E-1,-1.366333485E0,-4.614703655E-1
4.702824338E1,8.028719425E-1,-8.581132889E-1,-1.843299866E-1
4.703327250E1,1.146330118E0,-3.728828430E-1,-1.743340492E-2
4.703831542E1,1.461693525E0,1.897497177E-1,3.236222267E-2
4.704335833E1,1.845678449E0,7.579984665E-1,-5.687999725E-2
