"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.966815209E2,3.658708096E0,6.199128151E0,-2.485041618E-1
1.966865846E2,3.939542294E0,6.728781700E0,-1.309916973E-1
1.966916269E2,4.104687214E0,7.036575317E0,3.315281868E-2
1.966966691E2,4.245495796E0,7.189582825E0,2.661285400E-1
1.967017113E2,4.144124985E0,7.125509262E0,4.711542130E-1
1.967067536E2,3.795437813E0,6.928309441E0,6.346242428E-1
1.967117958E2,3.433813095E0,6.703440666E0,6.636466980E-1
1.967168272E2,3.054245710E0,6.561146736E0,5.916211605E-1
1.967218694E2,2.812919378E0,6.496750832E0,4.010341167E-1
1.967269117E2,2.693725109E0,6.515279770E0,1.789329052E-1
1.967319539E2,2.481940746E0,6.647971153E0,-7.343721390E-2
1.967369961E2,2.173814774E0,6.799393654E0,-5.089536905E-1
1.967420384E2,1.738731265E0,6.993957520E0,-1.041470408E0
1.967470715E2,1.076507092E0,7.215371132E0,-1.463046789E0
1.967521137E2,2.921500802E-1,7.380310059E0,-1.792811632E0
1.967571560E2,-6.657431126E-1,7.434260368E0,-1.944373488E0
1.967621982E2,-1.796279907E0,7.348980904E0,-2.038911104E0
1.967672405E2,-2.991541862E0,7.045793533E0,-1.930334568E0
1.967722827E2,-4.074300766E0,6.594377518E0,-1.338374615E0
1.967773234E2,-4.924359798E0,6.080913544E0,-4.131647348E-1
1.967823657E2,-5.301635265E0,5.507723808E0,5.685157776E-1
1.967874079E2,-5.158965111E0,4.884174347E0,1.622431278E0
1.967924501E2,-4.520328522E0,4.212304115E0,2.831877708E0
1.967974924E2,-3.490147114E0,3.379080772E0,4.168523788E0
1.968025346E2,-2.591930151E0,2.226140976E0,5.496581078E0
1.968075771E2,-1.798027754E0,1.143058777E0,6.817322254E0
1.968126194E2,-9.875200987E-1,4.113264084E-1,7.825291634E0
1.968176617E2,-5.190987587E-1,-4.436855316E-1,8.475209236E0
1.968227038E2,-1.535892487E-3,-1.137399673E0,8.845226288E0
1.968277461E2,4.439476132E-1,-1.588617325E0,8.775012970E0
1.968327884E2,6.697137356E-1,-1.691964149E0,8.047860146E0
1.968378229E2,7.240860462E-1,-1.676850319E0,6.814453125E0
1.968428651E2,4.826710224E-1,-1.566749573E0,5.541652679E0
1.968479074E2,1.702415943E-2,-1.440186501E0,4.353866577E0
1.968529497E2,-4.268308878E-1,-1.222522736E0,3.102674961E0
1.968579919E2,-6.075831056E-1,-9.110927582E-1,1.795566559E0
1.968630342E2,-5.951596498E-1,-5.415925980E-1,5.598056316E-1
1.968681094E2,-5.068492293E-1,-1.570739746E-1,-5.123710632E-1
1.968731517E2,-3.784564734E-1,2.162914276E-1,-1.336598158E0
1.968781939E2,-2.026109695E-1,5.498161316E-1,-1.911448240E0
1.968832361E2,-9.182226658E-2,7.143573761E-1,-2.316620588E0
1.968882784E2,6.664419174E-2,7.819643021E-1,-2.694362640E0
1.968933206E2,9.075903893E-2,7.336702347E-1,-2.827478409E0
1.968983623E2,3.569060564E-2,5.503606796E-1,-2.504946709E0
1.969034046E2,-1.724231243E-2,2.368021011E-1,-1.819199324E0
1.969084468E2,-1.231719851E-1,-1.162185669E-1,-9.431368709E-1
1.969134890E2,-8.099800348E-2,-4.969806671E-1,-1.093945503E-1
1.969185313E2,9.269386530E-2,-8.818130493E-1,6.839503050E-1
1.969235735E2,2.472371459E-1,-1.256660461E0,1.376586914E0
1.969286171E2,2.918539047E-1,-1.626538277E0,1.950806379E0
1.969336594E2,2.960656285E-1,-2.013092041E0,2.383368015E0
1.969387016E2,3.032318354E-1,-2.304005623E0,2.687119484E0
1.969437438E2,2.825132012E-1,-2.552088261E0,2.778555393E0
1.969487861E2,1.213742495E-1,-2.771774292E0,2.655655146E0
1.969538283E2,-1.493294239E-1,-3.001379490E0,2.388195515E0
1.969588729E2,-4.484095573E-1,-3.228875637E0,2.050293207E0
1.969639151E2,-7.356441617E-1,-3.466145992E0,1.660919428E0
1.969689573E2,-9.609639645E-1,-3.677201748E0,1.171834588E0
1.969739995E2,-1.148771405E0,-3.914598942E0,6.329729557E-1
1.969790418E2,-1.359182358E0,-4.127958298E0,1.037591696E-1
1.969840840E2,-1.467965722E0,-4.343491077E0,-3.255611658E-1
1.969891246E2,-1.638193607E0,-4.618544102E0,-6.194658279E-1
1.969941668E2,-1.716820717E0,-4.869203568E0,-9.030085802E-1
1.969992090E2,-1.737396240E0,-5.085837841E0,-1.193477154E0
1.970042513E2,-1.623314857E0,-5.270863056E0,-1.333095908E0
1.970092935E2,-1.376750231E0,-5.539185524E0,-1.420156240E0
1.970143358E2,-1.251304388E0,-5.842858315E0,-1.559999466E0
1.970193532E2,-1.068992972E0,-5.873276711E0,-1.577912807E0
1.970243955E2,-9.805378914E-1,-5.920262337E0,-1.682309628E0
1.970294377E2,-9.400208592E-1,-6.038758278E0,-1.933503747E0
1.970344799E2,-8.272663951E-1,-6.082645416E0,-2.250850677E0
1.970395222E2,-7.904035449E-1,-6.083135605E0,-2.466934681E0
1.970445645E2,-9.108257890E-1,-5.997148991E0,-2.455466270E0
1.970496095E2,-8.817519546E-1,-5.901358604E0,-2.372478247E0
1.970546517E2,-8.226946592E-1,-5.805398941E0,-2.363922596E0
1.970596940E2,-9.348343015E-1,-5.704504490E0,-2.297903299E0
1.970647362E2,-9.593673944E-1,-5.615448952E0,-2.205620289E0
1.970697785E2,-9.753680229E-1,-5.437705517E0,-2.187745810E0
1.970748207E2,-8.870492578E-1,-5.279092789E0,-2.100418568E0
1.970798870E2,-7.708950043E-1,-5.089338303E0,-1.977372885E0
1.970849292E2,-7.488825321E-1,-4.765691757E0,-1.873164654E0
1.970899714E2,-6.675246358E-1,-4.444715977E0,-1.806902528E0
1.970950137E2,-6.153213382E-1,-4.186256409E0,-1.675480127E0
1.971000560E2,-6.043143272E-1,-3.942356110E0,-1.596231341E0
1.971050982E2,-6.944851279E-1,-3.641231537E0,-1.540118933E0
1.971101364E2,-7.880975008E-1,-3.237443447E0,-1.437617540E0
1.971151786E2,-8.400846720E-1,-2.807711601E0,-1.336132526E0
1.971202209E2,-8.200735450E-1,-2.297119141E0,-1.225180149E0
1.971252632E2,-6.877003908E-1,-1.784846783E0,-1.139829636E0
1.971303054E2,-5.749263167E-1,-1.223089218E0,-1.039042234E0
1.971353476E2,-5.183047652E-1,-7.554702759E-1,-7.788326740E-1
1.971403917E2,-3.960307837E-1,-2.551832199E-1,-4.591938257E-1
1.971454339E2,-1.413290501E-1,2.322053909E-1,-1.611804962E-1
1.971504762E2,3.777875900E-1,7.041482925E-1,1.108959913E-1
1.971555184E2,9.873138666E-1,1.119857788E0,3.451110125E-1
1.971605607E2,1.450898409E0,1.522399902E0,5.653450489E-1
1.971656030E2,1.709239960E0,1.947600365E0,7.071539164E-1
1.971706455E2,1.774766803E0,2.340400696E0,5.838850737E-1
1.971756876E2,1.716913104E0,2.696177483E0,3.054082394E-1
1.971807299E2,1.502126575E0,3.070074081E0,5.591225624E-2
1.971857722E2,1.110810757E0,3.488451004E0,-1.095135212E-1
1.971908145E2,6.311355829E-1,3.941815376E0,-1.721304655E-1
1.971958567E2,3.377456665E-1,4.360985756E0,-7.597423792E-1
1.972009020E2,1.896767616E-1,4.791679382E0,-1.298550606E0
1.972059442E2,-5.745398998E-2,5.221979141E0,-1.231350183E0
1.972109864E2,-2.912811637E-1,5.702096939E0,-1.022762895E0
1.972160287E2,-5.311825871E-1,6.148191452E0,-9.022822380E-1
1.972210710E2,-8.281468153E-1,6.531602859E0,-9.482923746E-1
1.972261132E2,-1.048604012E0,6.775835037E0,-8.778433800E-1
1.972311585E2,-1.157037497E0,6.785251617E0,-4.773231745E-1
1.972362007E2,-1.266424894E0,6.605519295E0,1.922547817E-2
1.972412430E2,-1.209535480E0,6.291771889E0,4.309091568E-1
1.972462852E2,-8.979775906E-1,5.930243492E0,6.698745489E-1
1.972513275E2,-2.264419794E-1,5.678899765E0,8.369127512E-1
1.972563697E2,5.733218193E-1,5.441926003E0,1.123239279E0
1.972613836E2,1.399491191E0,5.422701836E0,1.271943927E0
1.972664258E2,2.238471270E0,5.613884926E0,1.167424202E0
1.972714681E2,3.063224077E0,5.835920334E0,7.863322496E-1
1.972765103E2,3.705222607E0,6.187020302E0,2.942650318E-1
1.972815526E2,4.093816757E0,6.604956627E0,-1.910470724E-1
1.972865948E2,4.120365620E0,6.898335457E0,-4.061999321E-1
1.972916375E2,3.871673822E0,7.012360573E0,-3.840388060E-1
1.972966798E2,3.393507004E0,6.846877098E0,-8.544445038E-2
1.973017220E2,2.467899799E0,6.378366470E0,4.793460369E-1
1.973067643E2,1.441416144E0,5.597650528E0,1.219739437E0
1.973118065E2,4.206098318E-1,4.794692993E0,1.892229795E0
1.973168488E2,-4.736349583E-1,3.864313126E0,2.605433226E0
1.973218509E2,-1.029152751E0,2.835206032E0,3.330239296E0
1.973268932E2,-1.321102262E0,1.654599190E0,4.248606682E0
1.973319355E2,-1.372044802E0,4.108819962E-1,5.198168278E0
1.973369777E2,-1.216315508E0,-7.670507431E-1,6.035937309E0
1.973420200E2,-8.570906520E-1,-1.748043060E0,6.676204681E0
1.973470622E2,-3.281110525E-1,-2.506309986E0,6.943900585E0
1.973521379E2,4.282360077E-1,-2.893913746E0,6.794367790E0
1.973571801E2,1.257184029E0,-2.961618900E0,6.139066219E0
1.973622224E2,2.070950270E0,-2.704934120E0,5.106544495E0
1.973672646E2,2.604812860E0,-2.229364395E0,3.848720789E0
1.973723069E2,2.845301867E0,-1.510957718E0,2.392259836E0
1.973773491E2,2.891155720E0,-7.720603943E-1,8.656954765E-1
1.973824211E2,2.822056293E0,-2.037601471E-1,-4.874874353E-1
1.973874634E2,2.592626333E0,2.328710556E-1,-1.491425633E0
1.973925056E2,2.329578400E0,5.309810638E-1,-1.980344892E0
1.973975479E2,1.970342040E0,6.884479523E-1,-2.005727530E0
1.974025901E2,1.591125488E0,7.772235870E-1,-1.716173887E0
1.974076324E2,1.220312238E0,7.997322083E-1,-1.226114035E0
1.974126814E2,8.453214169E-1,6.769990921E-1,-6.657700539E-1
1.974177237E2,5.352057219E-1,5.382328033E-1,2.635872364E-2
1.974227660E2,3.350460529E-1,3.330669403E-1,8.349138498E-1
1.974278082E2,9.180879593E-2,5.416584015E-2,1.624983311E0
1.974328505E2,-1.522088051E-2,-2.028532028E-1,2.326331139E0
1.974378927E2,-9.129142761E-2,-4.741210938E-1,2.954749584E0
1.974429336E2,-1.935178041E-1,-8.005018234E-1,3.549624443E0
1.974479758E2,-2.786885500E-1,-1.060083389E0,3.930148602E0
1.974530181E2,-3.801609278E-1,-1.339174271E0,4.025241852E0
1.974580603E2,-5.216540694E-1,-1.621061325E0,3.878466368E0
1.974631026E2,-7.845287919E-1,-1.860262871E0,3.638380051E0
1.974681448E2,-1.051592112E0,-2.123731613E0,3.314290762E0
1.974731816E2,-1.375555992E0,-2.373054504E0,2.788515091E0
1.974782238E2,-1.598511577E0,-2.629633427E0,2.156133652E0
1.974832661E2,-1.734863877E0,-2.840692043E0,1.492913365E0
1.974883083E2,-1.957216024E0,-3.092271805E0,9.441288710E-1
1.974933506E2,-2.196266174E0,-3.317207336E0,4.419947863E-1
1.974983929E2,-2.411501646E0,-3.563235283E0,-5.988109112E-2
1.975034121E2,-2.519238949E0,-3.801500797E0,-6.126252413E-1
1.975084543E2,-2.557914257E0,-4.005636215E0,-1.092252016E0
1.975134965E2,-2.493898392E0,-4.156493187E0,-1.521103144E0
1.975185388E2,-2.341505527E0,-4.244538307E0,-1.789726496E0
1.975235811E2,-2.114652157E0,-4.394350529E0,-2.001186609E0
1.975286233E2,-1.863508940E0,-4.464711189E0,-2.153276443E0
1.975336677E2,-1.671457529E0,-4.474957466E0,-2.111791849E0
1.975387099E2,-1.574299574E0,-4.547183037E0,-2.070793152E0
1.975437522E2,-1.382511616E0,-4.616767406E0,-2.020679951E0
1.975487945E2,-1.328575373E0,-4.674147606E0,-1.932356954E0
1.975538367E2,-1.374130726E0,-4.652309418E0,-1.791683197E0
1.975588790E2,-1.384959221E0,-4.728376865E0,-1.677885056E0
1.975639218E2,-1.404598117E0,-4.844733715E0,-1.564632773E0
1.975689640E2,-1.323139191E0,-4.814708710E0,-1.401445508E0
1.975740063E2,-1.265165925E0,-4.724647045E0,-1.219102144E0
1.975790486E2,-1.252164483E0,-4.696736336E0,-1.100528598E0
1.975840908E2,-1.236675978E0,-4.594613552E0,-1.133045435E0
1.975891331E2,-1.200041175E0,-4.511700153E0,-1.059845209E0
1.975942058E2,-1.127446890E0,-4.522194386E0,-7.830424309E-1
1.975992481E2,-9.712309837E-1,-4.520711422E0,-6.927332878E-1
1.976042903E2,-8.032704592E-1,-4.366041183E0,-7.843878269E-1
1.976093326E2,-6.810866594E-1,-4.177997589E0,-8.759170175E-1
1.976143748E2,-6.741230488E-1,-4.021260262E0,-9.406285882E-1
1.976194171E2,-6.201155186E-1,-3.926822662E0,-1.045609951E0
1.976244505E2,-5.551238656E-1,-3.772607327E0,-1.071014166E0
1.976294927E2,-5.897080898E-1,-3.513223171E0,-1.145871878E0
1.976345350E2,-5.972913504E-1,-3.258866310E0,-1.272269845E0
1.976395773E2,-5.087200403E-1,-2.976051807E0,-1.418863416E0
1.976446195E2,-3.840399384E-1,-2.681532860E0,-1.561887145E0
1.976496618E2,-2.591736317E-1,-2.389721394E0,-1.603045583E0
1.976546506E2,-8.366018534E-2,-2.059995651E0,-1.492077112E0
1.976596929E2,2.275788784E-2,-1.697157383E0,-1.356164336E0
1.976647351E2,2.112679482E-1,-1.277400970E0,-1.231007099E0
1.976697774E2,3.981426954E-1,-8.845872879E-1,-1.080473542E0
1.976748196E2,6.003280878E-1,-4.684963226E-1,-9.019944072E-1
1.976798619E2,7.845883369E-1,1.863765717E-2,-7.002360821E-1
1.976849575E2,8.891026974E-1,5.719108582E-1,-6.044851542E-1
1.976899997E2,1.011975288E0,1.100360870E0,-6.626141667E-1
1.976950420E2,1.162927508E0,1.651898384E0,-7.359613776E-1
1.977000843E2,1.299021244E0,2.291139603E0,-7.961813807E-1
1.977051265E2,1.482648611E0,2.924699783E0,-8.794978857E-1
1.977101688E2,1.641770244E0,3.578961372E0,-1.012422204E0
1.977151902E2,1.773986578E0,4.289841652E0,-1.202352285E0
1.977202324E2,1.958302855E0,4.999880791E0,-1.384843349E0
1.977252747E2,2.194638491E0,5.627721786E0,-1.435389519E0
1.977303170E2,2.418423653E0,6.058571815E0,-1.282070518E0
1.977353592E2,2.629756927E0,6.349986076E0,-1.053664923E0
1.977404014E2,2.929374933E0,6.470832825E0,-6.127374172E-1
1.977454444E2,3.217401981E0,6.351684570E0,-1.976100206E-1
1.977504866E2,3.487105846E0,6.169674873E0,1.881090403E-1
1.977555288E2,3.823013783E0,5.977260590E0,4.979026318E-1
1.977605711E2,4.012714386E0,5.752751350E0,5.868315697E-1
1.977656134E2,3.989832878E0,5.560808182E0,3.833128214E-1
1.977706557E2,3.879153013E0,5.473316193E0,-2.679812908E-2
1.977756860E2,3.666912794E0,5.583638191E0,-5.846466422E-1
1.977807283E2,3.367824078E0,5.767315865E0,-1.214645743E0
1.977857706E2,2.951281071E0,5.890563011E0,-1.825553179E0
1.977908128E2,2.424405098E0,6.027963638E0,-2.371905088E0
1.977958550E2,1.789473891E0,6.270733833E0,-2.822850227E0
1.978008973E2,1.077629209E0,6.518487930E0,-3.099550009E0
1.978059490E2,4.942849874E-1,6.881584167E0,-3.121646881E0
1.978109912E2,-4.700081944E-1,6.903208733E0,-3.029774666E0
1.978160335E2,-1.469497204E0,6.808773994E0,-2.489089966E0
1.978210757E2,-2.491248131E0,6.507540703E0,-1.796143889E0
1.978261180E2,-3.465138674E0,5.999776840E0,-9.546788931E-1
1.978311603E2,-4.117304802E0,5.355063438E0,1.205248833E-1
1.978361855E2,-4.431976318E0,4.621318817E0,1.181859612E0
1.978412278E2,-4.435399532E0,3.815266609E0,2.165678024E0
1.978462700E2,-3.979060888E0,2.917629242E0,3.107443810E0
1.978513123E2,-3.311190367E0,2.004717827E0,4.263441563E0
1.978563546E2,-2.653348207E0,8.943271637E-1,5.636069298E0
1.978613969E2,-2.193714619E0,-2.820405960E-1,6.787045956E0
1.978664830E2,-1.847891688E0,-1.294904709E0,7.529598713E0
1.978715252E2,-1.622591496E0,-2.190149784E0,7.880017281E0
1.978765675E2,-1.361469269E0,-2.728820324E0,8.088241577E0
1.978816098E2,-1.172094107E0,-3.160187721E0,7.788334370E0
1.978866520E2,-1.360655308E0,-3.515341282E0,7.077970028E0
1.978916943E2,-1.656773806E0,-3.550051212E0,5.970110893E0
1.978967258E2,-2.012924671E0,-3.383991241E0,4.462760925E0
1.979017681E2,-2.377008915E0,-3.163036823E0,2.834113121E0
1.979068103E2,-2.637022734E0,-2.774505138E0,1.237354994E0
1.979118526E2,-2.647463799E0,-2.278153896E0,-2.510904074E-1
1.979168948E2,-2.408237219E0,-1.764858246E0,-1.662584424E0
1.979219371E2,-2.051351547E0,-1.234493256E0,-2.872316360E0
1.979269882E2,-1.660558224E0,-7.300662994E-1,-3.719249249E0
1.979320304E2,-1.123105884E0,-3.208923340E-1,-4.185637474E0
1.979370726E2,-5.321654081E-1,4.338359833E-2,-4.274490833E0
1.979421149E2,3.356528282E-2,2.455482483E-1,-3.949880600E0
1.979471572E2,5.626868010E-1,2.832860947E-1,-3.174906492E0
1.979521995E2,1.036522388E0,2.547483444E-1,-2.055881739E0
1.979572425E2,1.366831303E0,1.837701797E-1,-7.943842411E-1
1.979622848E2,1.659489751E0,1.517772675E-2,3.362885714E-1
1.979673270E2,1.934329033E0,-1.482448578E-1,1.258993387E0
1.979723693E2,2.100604534E0,-3.163127899E-1,2.090798378E0
1.979774115E2,2.024452686E0,-5.179519653E-1,2.797567368E0
1.979824538E2,1.866353154E0,-8.155117035E-1,3.328023195E0
1.979874709E2,1.563939333E0,-1.122869492E0,3.549180031E0
1.979925131E2,1.260427713E0,-1.454409599E0,3.571745396E0
1.979975554E2,9.268999100E-1,-1.850805759E0,3.477299452E0
1.980025976E2,6.370820999E-1,-2.182769299E0,3.203742504E0
1.980076399E2,4.362398386E-1,-2.488628864E0,2.789189339E0
1.980126822E2,2.998143435E-1,-2.789867878E0,2.243027210E0
1.980177249E2,1.247162819E-1,-3.040923595E0,1.607708454E0
1.980227672E2,2.559149265E-2,-3.210613251E0,9.087940454E-1
1.980278094E2,7.213354111E-3,-3.397003174E0,1.310672760E-1
1.980328517E2,2.892279625E-2,-3.623831272E0,-6.428385377E-1
1.980378939E2,3.072059155E-2,-3.814314365E0,-1.303936362E0
1.980429362E2,2.492153645E-2,-3.989938736E0,-1.793369889E0
1.980479809E2,4.516124725E-2,-4.196097374E0,-2.188545942E0
1.980530231E2,8.456015587E-2,-4.315457344E0,-2.485418558E0
1.980580654E2,4.517531395E-2,-4.391178131E0,-2.634033680E0
1.980631076E2,1.521468163E-3,-4.420979500E0,-2.622358084E0
1.980681499E2,-7.983481884E-2,-4.464687347E0,-2.544153690E0
1.980731922E2,-1.483474374E-1,-4.548643589E0,-2.550061703E0
1.980782590E2,-1.870195866E-1,-4.653654099E0,-2.472620964E0
1.980833013E2,-2.746626139E-1,-4.708033085E0,-2.251409531E0
1.980883436E2,-4.302222729E-1,-4.733414173E0,-1.958155990E0
1.980933858E2,-5.674647093E-1,-4.753795147E0,-1.769688725E0
1.980984281E2,-7.057839036E-1,-4.759615421E0,-1.609069347E0
1.981034704E2,-9.004019499E-1,-4.772452354E0,-1.435227394E0
1.981085072E2,-1.019617677E0,-4.694263458E0,-1.281307220E0
1.981135494E2,-1.082945466E0,-4.587396145E0,-1.206732035E0
1.981185917E2,-1.207945824E0,-4.432835102E0,-1.115042686E0
1.981236339E2,-1.325523973E0,-4.204290390E0,-1.051691055E0
1.981286762E2,-1.483822584E0,-3.964118958E0,-9.994469285E-1
1.981337185E2,-1.678509951E0,-3.774471760E0,-9.009944797E-1
1.981387664E2,-1.847668886E0,-3.563521385E0,-7.609741688E-1
1.981438086E2,-1.862386227E0,-3.261934757E0,-5.744512081E-1
1.981488509E2,-1.761003017E0,-2.886651039E0,-4.345395565E-1
1.981538932E2,-1.632101059E0,-2.509644508E0,-3.216313124E-1
1.981589355E2,-1.451622725E0,-2.152505875E0,-2.786458731E-1
1.981639777E2,-1.207447290E0,-1.769814014E0,-2.336117029E-1
1.981690184E2,-1.057239532E0,-1.371245384E0,-2.007671595E-1
1.981740606E2,-9.505836964E-1,-9.807710648E-1,-1.609269381E-1
1.981791029E2,-8.970638514E-1,-6.414270401E-1,-2.529593706E-1
1.981841451E2,-8.536751270E-1,-2.262792587E-1,-4.028288126E-1
1.981891874E2,-7.463350296E-1,1.976203918E-1,-4.885782003E-1
1.981942297E2,-5.699906349E-1,5.967941284E-1,-5.608593225E-1
1.981992743E2,-4.205785394E-1,1.033488274E0,-6.507734060E-1
1.982043165E2,-2.550659180E-1,1.435844421E0,-6.265172958E-1
1.982093588E2,-1.138884425E-1,1.835037231E0,-5.602955818E-1
1.982144011E2,-1.879811287E-2,2.247830391E0,-5.023289919E-1
1.982194434E2,1.047577858E-1,2.655101776E0,-3.955039978E-1
1.982244856E2,2.832474709E-1,2.994701385E0,-3.215501308E-1
1.982295267E2,4.807099104E-1,3.321772575E0,-2.685892582E-1
1.982345689E2,6.710046530E-1,3.710427284E0,-2.650998831E-1
1.982396112E2,8.349626064E-1,4.122248650E0,-3.585683107E-1
1.982446535E2,9.318077564E-1,4.449655533E0,-4.703606367E-1
1.982496958E2,1.035542607E0,4.735889435E0,-5.168955326E-1
1.982547380E2,1.026261806E0,5.040862083E0,-5.270296335E-1
1.982597553E2,9.083533287E-1,5.450691223E0,-4.790281057E-1
1.982647975E2,9.734568596E-1,5.812030792E0,-4.129803181E-1
1.982698398E2,1.003119230E0,6.012403488E0,-3.808301687E-1
1.982748821E2,9.299122095E-1,6.195383072E0,-1.684509516E-1
1.982799244E2,9.497513771E-1,6.207740784E0,9.329247475E-2
1.982849666E2,1.066974521E0,5.970602989E0,3.000450134E-1
1.982900085E2,1.295693517E0,5.608613014E0,4.932501316E-1
1.982950508E2,1.648128033E0,5.227157593E0,6.421189308E-1
1.983000931E2,2.086401939E0,4.922024727E0,7.273062468E-1
1.983051353E2,2.647374153E0,4.707570076E0,7.194097042E-1
1.983101776E2,3.402045965E0,4.763404846E0,4.846148491E-1
1.983152198E2,3.892086983E0,4.785871506E0,7.655739784E-3
1.983202669E2,4.320545197E0,5.124544144E0,-2.856549025E-1
1.983253091E2,4.293885708E0,5.547217369E0,-6.902703047E-1
1.983303514E2,3.560892344E0,5.747843742E0,-1.090603590E0
1.983353936E2,2.622156620E0,5.784059525E0,-9.937154651E-1
1.983404359E2,1.493844271E0,5.474105835E0,-4.373857975E-1
1.983454782E2,2.350239754E-1,5.119865417E0,2.626904249E-1
1.983505205E2,-9.230262637E-1,4.716702461E0,9.151220322E-1
1.983555581E2,-1.810916662E0,4.049471855E0,1.507622838E0
1.983606003E2,-2.465277672E0,3.190393448E0,2.169215679E0
1.983656426E2,-2.911054611E0,2.326165199E0,3.071402311E0
1.983706848E2,-2.943071842E0,1.403857231E0,4.050969601E0
1.983757271E2,-2.705197334E0,4.540786743E-1,4.981718063E0
1.983807694E2,-2.173890352E0,-3.968486786E-1,5.828301430E0
1.983857760E2,-1.473421335E0,-1.111330032E0,6.511983871E0
1.983908183E2,-8.124305606E-1,-1.670605659E0,6.833200932E0
1.983958606E2,-1.162865162E-1,-2.063036919E0,6.826131344E0
1.984009028E2,6.198306084E-1,-2.346318722E0,6.512960911E0
1.984059451E2,1.268940330E0,-2.379386425E0,5.862884998E0
1.984109873E2,1.857522964E0,-2.145689011E0,4.981051445E0
1.984160648E2,2.333280087E0,-1.774523258E0,3.892810345E0
1.984211070E2,2.713164330E0,-1.337353706E0,2.705991745E0
1.984261493E2,2.983211994E0,-8.936748505E-1,1.511689186E0
1.984311915E2,3.081692696E0,-4.909162521E-1,3.287525177E-1
1.984362338E2,3.003987789E0,-1.238327026E-1,-7.041163445E-1
1.984412761E2,2.882020473E0,2.628831863E-1,-1.366288781E0
1.984463433E2,2.658419847E0,5.736265182E-1,-1.735726118E0
1.984513855E2,2.388094664E0,7.320318222E-1,-1.813342333E0
1.984564278E2,2.212501526E0,7.860546112E-1,-1.544260025E0
1.984614700E2,2.028698683E0,7.452592850E-1,-1.035774231E0
1.984665123E2,1.757722616E0,6.095056534E-1,-3.654758930E-1
1.984715546E2,1.500111938E0,4.073762894E-1,3.604059219E-1
1.984765859E2,1.220149517E0,1.410522461E-1,9.951493740E-1
1.984816282E2,8.291137218E-1,-2.541208267E-1,1.582978010E0
1.984866704E2,4.537045956E-1,-6.585311890E-1,2.084532499E0
1.984917127E2,5.315351486E-2,-1.091435432E0,2.457612753E0
1.984967549E2,-3.608195782E-1,-1.483426094E0,2.635665894E0
1.985017972E2,-6.949663162E-1,-1.789113998E0,2.678838730E0
1.985068279E2,-9.422479868E-1,-2.044592857E0,2.628504753E0
1.985118701E2,-1.169646144E0,-2.307374954E0,2.468034983E0
1.985169124E2,-1.386896610E0,-2.563100338E0,2.147420406E0
1.985219547E2,-1.574757218E0,-2.773510933E0,1.743368268E0
1.985269970E2,-1.721476793E0,-3.005558014E0,1.255587816E0
1.985320392E2,-1.891822338E0,-3.225641251E0,7.604101896E-1
1.985370984E2,-2.047704220E0,-3.445626736E0,2.813364267E-1
1.985421406E2,-2.194201708E0,-3.674951077E0,-2.276269197E-1
1.985471829E2,-2.290957451E0,-3.853651047E0,-7.262978554E-1
1.985522251E2,-2.343170166E0,-4.053460598E0,-1.152795792E0
1.985572674E2,-2.470723152E0,-4.264672279E0,-1.445468664E0
1.985623097E2,-2.444034100E0,-4.427338123E0,-1.648085594E0
1.985673331E2,-2.286828995E0,-4.543949604E0,-1.779960990E0
1.985723753E2,-2.171632528E0,-4.583404541E0,-1.982585907E0
1.985774176E2,-1.880164385E0,-4.509934425E0,-2.112533569E0
1.985824598E2,-1.495995522E0,-4.457748890E0,-2.131399393E0
1.985875021E2,-1.260645151E0,-4.410118103E0,-2.075119734E0
1.985925444E2,-1.027577162E0,-4.357539654E0,-1.989098549E0
1.985976148E2,-7.581116557E-1,-4.269071579E0,-1.915888309E0
1.986026570E2,-5.694525242E-1,-4.235706806E0,-1.850540757E0
1.986076993E2,-4.040153027E-1,-4.271671295E0,-1.800531983E0
1.986127415E2,-2.617803812E-1,-4.242951870E0,-1.696162462E0
1.986177838E2,-2.074068189E-1,-4.195096493E0,-1.506276965E0
1.986228261E2,-1.786800623E-1,-4.187987804E0,-1.383791327E0
1.986278668E2,-1.327330470E-1,-4.178455830E0,-1.314370513E0
1.986329090E2,-1.442264915E-1,-4.166529655E0,-1.189900160E0
1.986379513E2,-2.037678957E-1,-4.099598408E0,-1.053278804E0
1.986429935E2,-2.350156307E-1,-3.970620632E0,-9.375648499E-1
1.986480358E2,-1.307098269E-1,-3.829978943E0,-8.661916256E-1
1.986530781E2,-1.745939255E-2,-3.627525330E0,-8.389526606E-1
1.986581220E2,2.558434010E-2,-3.384890079E0,-9.609224796E-1
1.986631642E2,5.493164062E-3,-3.056633949E0,-1.095623970E0
1.986682065E2,-2.994799614E-2,-2.738512993E0,-1.190595627E0
1.986732487E2,-1.455733180E-1,-2.401736259E0,-1.270019531E0
1.986782910E2,-2.816468477E-1,-2.101276875E0,-1.372491360E0
1.986833333E2,-2.876023054E-1,-1.736468315E0,-1.412396431E0
1.986883739E2,-2.853482962E-1,-1.398317337E0,-1.330082178E0
1.986934162E2,-3.685525060E-1,-1.079582214E0,-1.228559256E0
1.986984585E2,-2.926977277E-1,-6.439218521E-1,-1.028830171E0
